Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Site Post Code,Transaction Number,Payment Description,Total,,,
Ministry of Defence,Ministry of Defence,23/08/2021,IT and communication services,Navy Command,BOXXE LIMITED,YO31 7RE,575138,Computer equipment costing below the capitalisation threshold,"£1,461.00",,,
Ministry of Defence,Ministry of Defence,23/08/2021,Design services and minor equipment purchases,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,575077,Equipment support non-project costs,"£1,438.99",,,
Ministry of Defence,Ministry of Defence,23/08/2021,"Transportation of personnel, freight and travel expenses",Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007035,Military short term detached duty,£977.70,,,
Ministry of Defence,Ministry of Defence,23/08/2021,"Transportation of personnel, freight and travel expenses",Defence Equipment and Support,AEBI SCHMIDT UK LIMITED,PE2 6GP,575192,Freight movement costs,£752.24,,,
Ministry of Defence,Ministry of Defence,23/08/2021,Purchase of inventory and services ,Defence Equipment and Support,BANNER GROUP LIMITED,S9 1XU,575141,Cost of other material consumed,£744.48,,,
Ministry of Defence,Ministry of Defence,23/08/2021,IT and communication services,Head Office and Corporate Services,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,575098,Computer equipment costing below the capitalisation threshold,£726.00,,,
Ministry of Defence,Ministry of Defence,23/08/2021,Fees for professional services,Army Command,WORLDWIDE LANGUAGE RESOURCES LTD,HP13 6RN,575195,Fees for professional services excluding legal fees,£697.50,,,
Ministry of Defence,Ministry of Defence,23/08/2021,Official entertainment and hospitality,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007035,Entertainment + hospitality,£417.92,,,
Ministry of Defence,Ministry of Defence,23/08/2021,Fees for professional services,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007035,Fees for professional services excluding legal fees,£332.51,,,
Ministry of Defence,Ministry of Defence,23/08/2021,IT and communication services,Army Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,575098,Computer equipment costing below the capitalisation threshold,£176.40,,,
Ministry of Defence,Ministry of Defence,23/08/2021,IT and communication services,Air Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,575098,Computer equipment costing below the capitalisation threshold,£100.64,,,
Ministry of Defence,Ministry of Defence,23/08/2021,Spend on Inventory - General,DES Bespoke Trading Entity,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,575191,Spend on Inventory - General,£41.94,,,
Ministry of Defence,Ministry of Defence,23/08/2021,Purchase of buildings and military equipment ,Air Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,575098,Fiscal asset under construction - capital in year addition,£13.68,,,
Ministry of Defence,Royal Hospital Chelsea,20/08/2021,Purchased Services,Royal Hospital Chelsea,Coniston Ltd,DA2 6QQ,PIN134550,Maintenanace,"£297,915.68",,,
Ministry of Defence,Royal Hospital Chelsea,20/08/2021,Purchased Services,Royal Hospital Chelsea,Wliis Ltd,EC3M 7DQ,PIN134459,Insurance,"£138,111.59",,,
Ministry of Defence,Royal Hospital Chelsea,20/08/2021,Purchased Services,Royal Hospital Chelsea,Wliis Ltd,EC3M 7DQ,PIN134458,Insurance,"£65,449.17",,,
Ministry of Defence,Royal Hospital Chelsea,20/08/2021,Purchased Services,Royal Hospital Chelsea,Key Structures Ltd,SW19 8DR,PIN134539,Founders Day Marque,"£14,319.60",,,
Ministry of Defence,Royal Hospital Chelsea,20/08/2021,Purchased Services,Royal Hospital Chelsea,Wliis Ltd,EC3M 7DQ,PIN134466,Insurance,"£9,456.78",,,
Ministry of Defence,Royal Hospital Chelsea,20/08/2021,Purchased Services,Royal Hospital Chelsea,Wliis Ltd,EC3M 7DQ,PIN134467,Insurance,"£9,000.00",,,
Ministry of Defence,Royal Hospital Chelsea,20/08/2021,Purchased Services,Royal Hospital Chelsea,Wliis Ltd,EC3M 7DQ,PIN134464,Insurance,"£7,991.20",,,
Ministry of Defence,Royal Hospital Chelsea,20/08/2021,Purchased Services,Royal Hospital Chelsea,Wliis Ltd,EC3M 7DQ,PIN134461,Insurance,"£3,952.92",,,
Ministry of Defence,Royal Hospital Chelsea,20/08/2021,Purchased Services,Royal Hospital Chelsea,Wliis Ltd,EC3M 7DQ,PIN134465,Insurance,"£3,009.45",,,
Ministry of Defence,Royal Hospital Chelsea,20/08/2021,Purchased Services,Royal Hospital Chelsea,Wliis Ltd,EC3M 7DQ,PIN134460,Insurance,"£2,520.37",,,
Ministry of Defence,Royal Hospital Chelsea,20/08/2021,Purchased Services,Royal Hospital Chelsea,Wliis Ltd,EC3M 7DQ,PIN134463,Insurance,"£2,427.60",,,
Ministry of Defence,Royal Hospital Chelsea,20/08/2021,Purchased Services,Royal Hospital Chelsea,Wliis Ltd,EC3M 7DQ,PIN134462,Insurance,£872.48,,,
Ministry of Defence,Royal Hospital Chelsea,20/08/2021,Purchased Services,Royal Hospital Chelsea,Wliis Ltd,EC3M 7DQ,PIN134468,Insurance,£154.42,,,
Ministry of Defence,Royal Hospital Chelsea,20/08/2021,Purchased Services,Royal Hospital Chelsea,Wliis Ltd,EC3M 7DQ,PIN134469,Insurance,£36.03,,,
Ministry of Defence,Ministry of Defence,20/08/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,574873,Works - estate management,"£1,241,392.38",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,574928,Utilities consumed - gas,"£909,499.99",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Fees for professional services,Air Command,MODIS INTERNATIONAL LTD,W1T 5AE,574897,Fees for Professional Services,"£315,142.50",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,574873,Works services - excluding United States forces/NATO + married quarters,"£293,893.57",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Fuel for military use,Army Command,OIL NRG LTD,TS25 1PW,575032,Cost of ground diesel fuel consumed,"£224,578.58",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BALFOUR BEATTY CONSTRUCTION LIMITED,NE12 8BU,574934,Works - estate management,"£224,129.04",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Design services and minor equipment purchases,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,PO3 5PQ,574883,Equipment support non-project costs,"£204,484.00",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Fuel for military use,Army Command,CERTAS ENERGY UK LIMITED,WA3 6XG,574903,Cost of ground diesel fuel consumed,"£184,912.68",,,
Ministry of Defence,Ministry of Defence,20-Aug-21,Building maintenance and accommodation stores,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,574873,Works - civil estate,"£129,153.94",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Payment of utilities,Navy Command,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,574928,Utilities consumed - gas,"£128,180.84",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,574873,Estate management,"£120,358.18",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Design services and minor equipment purchases,Defence Equipment and Support,SIR JOSEPH ISHERWOOD LTD,NE29 6DE,575009,Equipment support project costs,"£107,365.00",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Purchase of plant and machinery,Defence Equipment and Support,CARBOLITE GERO LIMITED,S33 6RB,574893,Plant and machinery Asset - in year capital addition,"£86,923.20",,,
Ministry of Defence,Ministry of Defence,20/08/2021,IT and communication services,Navy Command,NSSLGLOBAL LIMITED,RH1 3DR,574815,Information technology services,"£75,670.00",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Design services and minor equipment purchases,Defence Equipment and Support,ULTRA ELECTRONICS LIMITED,HP10 9UT,574992,Equipment support non-project costs,"£71,140.75",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Inventory Accruals,Defence Equipment and Support,MAN ENERGY SOLUTIONS UK LIMITED,SK7 5BP,574818,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£69,196.03",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Enabling Services,DES Bespoke Trading Entity,QINETIQ LIMITED,GU14 0LX,574910,PSS Other Tech Support Exc R+D,"£40,803.03",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Spend on Inventory - General,Defence Equipment and Support,RACAL ACOUSTICS LIMITED,HA1 4TR,574833,Spend on Inventory - General,"£38,987.10",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,TETRA TECH MANAGEMENT SERVICES LIMITED,L2 6RE,574822,Fiscal asset under construction - capital in year addition,"£38,822.50",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Design services and minor equipment purchases,Defence Equipment and Support,HASKEL EUROPE LTD,SR5 3JD,574844,Equipment support non-project costs,"£35,362.59",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Purchase of inventory and services ,Army Command,GOODYEAR DUNLOP TYRES UK LTD,B24 9HY,575015,Cost of other material consumed,"£33,163.51",,,
Ministry of Defence,Ministry of Defence,20/08/2021,IT and communication services,Strategic Command,BOXXE LIMITED,YO31 7RE,574973,Computer equipment costing below the capitalisation threshold,"£31,321.97",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Fuel for military use,Defence Equipment and Support,CERTAS ENERGY UK LIMITED,WA3 6XG,574903,Cost of ground diesel fuel consumed,"£29,873.45",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Externally delivered education and training,Strategic Command,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,574900,External military training ,"£28,879.89",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Fuel for military use,Air Command,OIL NRG LTD,TS25 1PW,575032,Cost of ground diesel fuel consumed,"£27,030.60",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Design services and minor equipment purchases,Defence Equipment and Support,SYSTEMS ENGINEERING & ASSESSMENT LTD,BA11 6TB,574838,Equipment support project costs,"£26,580.52",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Inventory Accruals,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,574908,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£25,299.71",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Medical treatment & stores and welfare services,Strategic Command,AAH PHARMACEUTICALS LTD,CV2 2TX,574806,Medical inventory and services excluding the inventory system,"£24,846.64",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Spend on Inventory - General,Defence Equipment and Support,MAN ENERGY SOLUTIONS UK LIMITED,SK7 5BP,574818,Spend on Inventory - General,"£22,496.33",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Design services and minor equipment purchases,Defence Equipment and Support,FENN NIGHT VISION LIMITED,GU14 6UU,574994,Post design services which are not capitalised,"£21,241.84",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Fuel for military use,Air Command,CERTAS ENERGY UK LIMITED,WA3 6XG,574903,Cost of ground diesel fuel consumed,"£13,624.68",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Payment of utilities,Army Command,CORONA ENERGY RETAIL 4 LIMITED,WD17 1JW,574928,Utilities consumed - gas,"£11,045.95",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Design services and minor equipment purchases,Army Command,CARWOOD MOTOR UNITS LTD,CV3 2RQ,574909,Equipment support non-project costs,"£10,168.13",,,
Ministry of Defence,Ministry of Defence,20/08/2021,IT and communication services,Navy Command,NSSLGLOBAL LIMITED,RH1 3DR,574815,IT and communications private finance initiative - service concession arrangements service charge,"£6,698.33",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Design services and minor equipment purchases,Defence Equipment and Support,THALES UK LIMITED,RH10 9HA,574859,Equipment support non-project costs,"£6,678.94",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Design services and minor equipment purchases,Strategic Command,BOXXE LIMITED,YO31 7RE,574973,Equipment support project costs,"£5,954.35",,,
Ministry of Defence,Ministry of Defence,20/08/2021,IT and communication services,Air Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,574932,Computer equipment costing below the capitalisation threshold,"£5,700.00",,,
Ministry of Defence,Ministry of Defence,20/08/2021,"Transportation of personnel, freight and travel expenses",Air Command,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007032,Military short term detached duty,"£5,579.33",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Design services and minor equipment purchases,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,574843,Equipment support non-project costs,"£4,721.51",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Inventory Accruals,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,574843,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"£4,406.74",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Spend on Inventory - General,Defence Equipment and Support,FENN NIGHT VISION LIMITED,GU14 6UU,574994,Spend on Inventory - General,"£4,227.00",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Spend on Inventory - General,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,574843,Spend on Inventory - General,"£4,157.00",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Medical treatment & stores and welfare services,Defence Equipment and Support,AAH PHARMACEUTICALS LTD,CV2 2TX,574806,Medical inventory and services excluding the inventory system,"£2,854.20",,,
Ministry of Defence,Ministry of Defence,20/08/2021,General services and support,Navy Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,574932,Purchase of defence support equipment below capitalisation threshold of £25k.,"£2,327.63",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Official entertainment and hospitality,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007032,Entertainment + hospitality,"£2,275.22",,,
Ministry of Defence,Ministry of Defence,20/08/2021,IT and communication services,Army Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,574932,Computer equipment costing below the capitalisation threshold,"£2,194.28",,,
Ministry of Defence,Ministry of Defence,20/08/2021,IT and communication services,Defence Equipment and Support,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,574932,Information technology services,"£2,160.00",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Design services and minor equipment purchases,Defence Equipment and Support,MAN ENERGY SOLUTIONS UK LIMITED,SK7 5BP,574818,Equipment support non-project costs,"£1,939.00",,,
Ministry of Defence,Ministry of Defence,20/08/2021,Fuel for military use,Defence Equipment and Support,OIL NRG LTD,TS25 1PW,575032,Cost of ground diesel fuel consumed,"£1,861.22",,,
Ministry of Defence,Ministry of Defence,20/08/2021,International contributions,Head Office and Corporate Services,FOREIGN COMMONWEALTH & DEVELOPMENT OFFICE,MK10 1PX,300007031,Defence military assistance fund international subscriptions and other payments,"£1,569.23",,,
