Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Site Post Code,Transaction Number,Payment Description,Total,,
Ministry of Defence,Ministry of Defence,28/09/2022,Rental Payments - Buildings,DEFENCE INFRASTRUCTURE ORGANISATION,THE RIVERSIDE GROUP LIMITED,L24 8RF,648593,Prop Dw SCA Serv Chrge+ Off BS,"£118,304.00",,
Ministry of Defence,Ministry of Defence,09/09/2022,Fees for Prof Services,Army Command,ATKINS LIMITED,WR5 1WS,645435,FATS,"£118,212.46",,
Ministry of Defence,Ministry of Defence,02/09/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,MOTT MACDONALD LTD,BS1 6FL,644349,Fiscal AUC Capital Additions,"£118,101.60",,
Ministry of Defence,Ministry of Defence,14/09/2022,Telecomms + IT non capital,Navy Command,CORPORATE PROJECT SOLUTIONS  LIMITED,SL7 1EY,646163,IT+Comms Rental Payments,"£117,342.00",,
Ministry of Defence,Ministry of Defence,06/09/2022,Telecomms + IT non capital,Strategic Command,WHITESPACE VENTURES LIMITED,W1W 7LT,644931,IT+Comms Rental Payments,"£117,000.00",,
Ministry of Defence,Ministry of Defence,21/09/2022,Fees for Prof Services,Defence Nuclear Organisation,ATKINS LIMITED,WR5 1WS,647282,Fees for Other Prof Services,"£116,347.20",,
Ministry of Defence,Ministry of Defence,15/09/2022,Fees for Prof Services,DEFENCE INFRASTRUCTURE ORGANISATION,WILLIS LIMITED,IP1 1TA,646226,Fees for Other Prof Services,"£116,006.10",,
Ministry of Defence,Ministry of Defence,20/09/2022,Research+Development Expend,Strategic Command,CATALYZE LIMITED,SO21 1RR,646987,Research+Development Expend,"£115,926.54",,
Ministry of Defence,Ministry of Defence,28/09/2022,Med/Welfare/Soc+Rec Costs,Strategic Command,BLATCHFORD LIMITED,RG22 4AH,648574,Medical Costs,"£115,660.28",,
Ministry of Defence,Ministry of Defence,23/09/2022,Fuels Non Utilities Consumed,Navy Command,CERTAS ENERGY UK LIMITED,WA3 6XG,647886,Fuels Non Utilities Consumed,"£115,302.52",,
Ministry of Defence,Ministry of Defence,27/09/2022,P+M General Services,Defence Equipment and Support,BABCOCK INTEGRATED TECHNOLOGY  LIMITED,BS3 2HQ,648193,P+M General Services,"£115,162.69",,
Ministry of Defence,Ministry of Defence,08/09/2022,Rental Payments - Buildings,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,645160,Prop Dw SCA Serv Chrge+ Off BS,"£114,756.68",,
Ministry of Defence,Ministry of Defence,07/09/2022,Fees for Prof Services,Defence Nuclear Organisation,JACOBS U.K. LIMITED,RG41 5TU,645061,Fees for Other Prof Services,"£114,500.00",,
Ministry of Defence,Ministry of Defence,23/09/2022,Rental Payments - Transport,DES Bespoke Trading Entity,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,647875,Rental Payments-Transport-Oth,"£114,457.67",,
Ministry of Defence,Ministry of Defence,05/09/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,AVIATION SPARES & REPAIRS LIMITED,SO51 7AA,644626,CL MonthEnd Accruals Balance,"£113,861.65",,
Ministry of Defence,Ministry of Defence,21/09/2022,Telecomms + IT non capital,Strategic Command,IN PRACTICE SYSTEMS LIMITED,SW8 3QJ,647183,IT+Comms Rental Payments,"£113,860.22",,
Ministry of Defence,Ministry of Defence,13/09/2022,Telecomms + IT non capital,Army Command,DELOITTE LLP,MK9 1FD,645897,IT+Comms Rental Payments,"£113,835.60",,
Ministry of Defence,Ministry of Defence,23/09/2022,Fees for Prof Services,Strategic Command,DELOITTE LLP,MK9 1FD,647727,Fees for Other Prof Services,"£113,313.60",,
Ministry of Defence,Ministry of Defence,22/09/2022,Telecomms + IT non capital,Defence Equipment and Support,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,647614,IT+Comms Rental Payments,"£113,104.52",,
Ministry of Defence,Ministry of Defence,06/09/2022,Fees for Prof Services,Strategic Command,i3Works Ltd,G74 4JW,644910,PSS Other Tech Support Exc R+D,"£112,957.20",,
Ministry of Defence,Ministry of Defence,28/09/2022,P+M General Services,Defence Equipment and Support,MARSHALL LAND SYSTEMS LTD,CB5 8RP,648506,P+M General Services,"£112,449.38",,
Ministry of Defence,Ministry of Defence,13/09/2022,P+M General Services,Defence Equipment and Support,BABCOCK MARINE (CLYDE) LIMITED,G84 8HL,645847,P+M General Services,"£112,194.87",,
Ministry of Defence,Ministry of Defence,02/09/2022,Telecomms + IT non capital,Strategic Command,ACTICA CONSULTING LIMITED,GU2 7RF,644192,IT+Comms Rental Payments,"£111,793.13",,
Ministry of Defence,Ministry of Defence,01 Sep 2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,AECOM LIMITED,AL1 3ER,643907,Fiscal AUC Capital Additions,"£111,382.05",,
Ministry of Defence,Ministry of Defence,02/09/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,SECURITY SERVICES GROUP,SN6 8LA,643967,Estate+Facilities Mgmnt Servs,"£111,165.78",,
Ministry of Defence,Ministry of Defence,28/09/2022,P+M General Services,Strategic Command,CGI IT UK LIMITED,CF31 9AP,648504,P+M General Services,"£111,008.85",,
Ministry of Defence,Ministry of Defence,23/09/2022,Fees for Prof Services,Army Command,MONITOR INTELLIGENCE SERVICES LTD,SN5 6QR,647798,Fees for Other Prof Services,"£110,997.00",,
Ministry of Defence,Ministry of Defence,23/09/2022,Intangibles Non SUME,Defence Equipment and Support,BAE SYSTEMS SURFACE SHIPS LIMITED,G14 0XN,647744,Intangible Cap Additions In Yr,"£110,275.62",,
Ministry of Defence,Ministry of Defence,23/09/2022,P+M General Services,Strategic Command,BOXXE LIMITED,YO31 7RE,647821,P+M General Services,"£110,215.66",,
Ministry of Defence,Ministry of Defence,26/09/2022,Fees for Prof Services,DEFENCE INFRASTRUCTURE ORGANISATION,MOTT MACDONALD LTD,CR0 2EE,648059,Fees for Other Prof Services,"£110,083.65",,
Ministry of Defence,Ministry of Defence,09/09/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,AECOM LIMITED,AL1 3ER,645465,Fiscal AUC Capital Additions,"£110,024.01",,
Ministry of Defence,Ministry of Defence,15/09/2022,Telecomms + IT non capital,Army Command,DELOITTE LLP,MK9 1FD,646336,IT+Comms Rental Payments,"£109,839.60",,
Ministry of Defence,Ministry of Defence,15/09/2022,Fees for Prof Services,DEFENCE INFRASTRUCTURE ORGANISATION,ANCALA WATER SERVICES (ESTATES) LIMITED,S75 3JR,646372,Fees for Other Prof Services,"£109,764.28",,
Ministry of Defence,Ministry of Defence,28/09/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,NORTHERN DIVER (INTERNATIONAL) LTD,WN6 9AE,648685,CL MonthEnd Accruals Balance,"£109,750.01",,
Ministry of Defence,Ministry of Defence,15/09/2022,P+M General Services,Defence Equipment and Support,ROLLS-ROYCE PLC,BS34 7QE,6000071771,P+M General Services,"£109,374.30",,
Ministry of Defence,Ministry of Defence,22/09/2022,Buildings Maintenance,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE LIMITED,SE1 9SG,647583,Buildings Maintenance,"£109,200.00",,
Ministry of Defence,Ministry of Defence,16/09/2022,Telecomms + IT non capital,Strategic Command,DATA INSTALLATION & NETWORKING SERVICES LTD,GU15 3YL,646686,IT+Comms Rental Payments,"£108,997.90",,
Ministry of Defence,Ministry of Defence,15/09/2022,Research+Development Expend,Air Command,NEWCASTLE UNIVERSITY,NE1 7RU,646425,Research+Development Expend,"£108,861.40",,
Ministry of Defence,Ministry of Defence,23/09/2022,P+M General Services,Army Command,DATAMINR UK LTD,SE1 7ND,647733,P+M General Services,"£108,000.00",,
Ministry of Defence,Ministry of Defence,22/09/2022,P+M General Services,Defence Equipment and Support,SYSTEMS ENGINEERING & ASSESSMENT LTD,BA11 6TB,647546,P+M General Services,"£107,986.04",,
Ministry of Defence,Ministry of Defence,06/09/2022,Med/Welfare/Soc+Rec Costs,Strategic Command,NUTRIUS CENTRAL SERVICES LIMITED,B60 4AD,644772,Welfare Costs,"£107,954.25",,
Ministry of Defence,Ministry of Defence,29/09/2022,Telecomms + IT non capital,Strategic Command,INFORM LIMITED,SE11 5SW,648967,IT+Comms Rental Payments,"£107,525.58",,
Ministry of Defence,Ministry of Defence,15/09/2022,Fees for Prof Services,Army Command,CIVICA UK LIMITED,DY1 4TD,646532,Fees for Other Prof Services,"£106,939.27",,
Ministry of Defence,Ministry of Defence,07/09/2022,Telecomms + IT non capital,Air Command,CENTIANT INTL LIMITED,NN7 2FA,645083,IT+Comms Rental Payments,"£106,710.47",,
Ministry of Defence,Ministry of Defence,05/09/2022,External Education + Training,Army Command,THE COLLEGES PARTNERSHIP LIMITED,DT11 8ST,644557,External Training Mil.,"£106,134.49",,
Ministry of Defence,Ministry of Defence,20/09/2022,Fees for Prof Services,DEFENCE INFRASTRUCTURE ORGANISATION,ARCADIS LLP,N1 9AB,647107,Fees for Other Prof Services,"£105,692.25",,
Ministry of Defence,Ministry of Defence,05/09/2022,Heating Oil+Utilities Consumed,DEFENCE INFRASTRUCTURE ORGANISATION,CERTAS ENERGY UK LIMITED,WA3 6XG,644472,Heating Oil+Utilities Consumed,"£105,469.22",,
Ministry of Defence,Ministry of Defence,15/09/2022,Fees for Prof Services,Army Command,DELOITTE LLP,MK9 1FD,646336,Fees for Other Prof Services,"£105,210.00",,
Ministry of Defence,Ministry of Defence,06/09/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,B70 1DA,644815,Fiscal AUC Capital Additions,"£104,753.00",,
Ministry of Defence,Ministry of Defence,12/09/2022,Telecomms + IT non capital,Army Command,ATOS IT SERVICES UK LIMITED,WV10 6UH,645678,IT+Comms Rental Payments,"£103,709.13",,
Ministry of Defence,Ministry of Defence,02/09/2022,Telecomms + IT non capital,Army Command,BOXXE LIMITED,YO31 7RE,643988,IT+Comms Internal Costs,"£103,005.20",,
Ministry of Defence,Ministry of Defence,23/09/2022,Rental Payments - Transport,Navy Command,BABCOCK LAND DEFENCE LIMITED,SP11 8HT,647875,Rental Payments-Transport-Oth,"£102,084.33",,
Ministry of Defence,Ministry of Defence,21/09/2022,Telecomms + IT non capital,DES Bespoke Trading Entity,SPECIALIST COMPUTER CENTRES PLC,B11 2LE,647154,IT+Comms Internal Costs,"£101,224.80",,
Ministry of Defence,Ministry of Defence,02/09/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,VOLKERSTEVIN LIMITED,PR2 5PE,644460,Fiscal AUC Capital Additions,"£100,573.15",,
Ministry of Defence,Ministry of Defence,05/09/2022,Fees for Prof Services,Strategic Command,DELOITTE LLP,MK9 1FD,644529,Fees for Other Prof Services,"£100,500.00",,
Ministry of Defence,Ministry of Defence,15/09/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,646259,CL MonthEnd Accruals Balance,"£100,398.26",,
Ministry of Defence,Ministry of Defence,26/09/2022,Buildings Maintenance,DEFENCE INFRASTRUCTURE ORGANISATION,AMEY DEFENCE SERVICES LIMITED,B75 7RL,648064,Buildings Maintenance,"£100,334.15",,
Ministry of Defence,Ministry of Defence,22/09/2022,Telecomms + IT non capital,Army Command,ACTICA CONSULTING LIMITED,GU2 7RF,647532,IT+Comms Rental Payments,"£100,147.50",,
Ministry of Defence,Ministry of Defence,26/09/2022,Transportation + Movement,Army Command,RAIL SETTLEMENT PLAN LIMITED,NG9 1ND,648126,Military Detached Duty,"£100,118.50",,
Ministry of Defence,Ministry of Defence,27/09/2022,P+M General Services,Defence Equipment and Support,MEGGITT (UK) LIMITED,PO15 5TT,648354,P+M General Services,"£100,100.00",,
Ministry of Defence,Ministry of Defence,21/09/2022,P+M General Services,Army Command,ADARGA LIMITED,SE1 0LN,647179,P+M General Services,"£100,000.00",,
Ministry of Defence,Ministry of Defence,07/09/2022,Assets under Construction,Defence Equipment and Support,SALTERNS MARINA LTD,SO14 5QH,645084,Fiscal AUC Capital Additions,"£99,960.83",,
Ministry of Defence,Ministry of Defence,27/09/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,BS32 4NH,6000072202,Estate+Facilities Mgmnt Servs,"£99,225.41",,
Ministry of Defence,Ministry of Defence,15/09/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,MARSHALL OF CAMBRIDGE AEROSPACE LIMITED,CB5 8RX,646434,CL MonthEnd Accruals Balance,"£98,790.41",,
Ministry of Defence,Ministry of Defence,05/09/2022,Fees for Prof Services,Head Office and Corporate Services,KPMG LLP,WD17 1DE,644569,Fees for Other Prof Services,"£98,275.20",,
Ministry of Defence,Ministry of Defence,27/09/2022,Research+Development Expend,Army Command,BAE SYSTEMS (OPERATIONS) LIMITED,GU14 6YU,648208,Research+Development Expend,"£97,918.97",,
Ministry of Defence,Ministry of Defence,16/09/2022,Rental Payments - Transport,Army Command,DAWSONGROUP TRUCK AND TRAILER LIMITED,MK15 8JH,646900,Rental Payments-Transport-Oth,"£97,357.53",,
Ministry of Defence,Ministry of Defence,23/09/2022,Fuels Non Utilities Consumed,Strategic Command,HELLENIC PETROLEUM CYPRUS LTD,,6000072138,Fuels Non Utilities Consumed,"£96,922.82",,
Ministry of Defence,Ministry of Defence,06/09/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,RACAL ACOUSTICS LIMITED,HA1 4TR,644829,CL MonthEnd Accruals Balance,"£96,000.00",,
Ministry of Defence,Ministry of Defence,15/09/2022,P+M General Services,Defence Equipment and Support,LEONARDO UK LTD,LU1 3PG,646407,P+M General Services,"£96,000.00",,
Ministry of Defence,Ministry of Defence,23/09/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,B70 1DA,647737,Estate+Facilities Mgmnt Servs,"£95,797.03",,
Ministry of Defence,Ministry of Defence,06/09/2022,Telecomms + IT non capital,Air Command,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,644783,IT+Comms Rental Payments,"£95,355.00",,
Ministry of Defence,Ministry of Defence,15/09/2022,P+M General Services,Navy Command,QINETIQ LIMITED,GU14 0LX,646258,P+M General Services,"£95,312.40",,
Ministry of Defence,Ministry of Defence,26/09/2022,Telecomms + IT non capital,DEFENCE INFRASTRUCTURE ORGANISATION,ORACLE CORPORATION U K LTD,RG6 1RA,648145,IT+Comms Rental Payments,"£94,489.98",,
Ministry of Defence,Ministry of Defence,16/09/2022,Fuels Non Utilities Consumed,Defence Equipment and Support,CERTAS ENERGY UK LIMITED,WA3 6XG,646714,Fuels Non Utilities Consumed,"£94,111.08",,
Ministry of Defence,Ministry of Defence,16/09/2022,Telecomms + IT non capital,Strategic Command,RESEARCH INNOVATIONS INCORPORATED,,2000020923,IT+Comms Internal Costs,"£93,721.34",,
Ministry of Defence,Ministry of Defence,16/09/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,WILLMOTT DIXON CONSTRUCTION LIMITED,SG6 4GY,646843,Fiscal AUC Capital Additions,"£93,455.23",,
Ministry of Defence,Ministry of Defence,02/09/2022,Telecomms + IT non capital,Strategic Command,IN PRACTICE SYSTEMS LIMITED,SW8 3QJ,644408,IT+Comms Rental Payments,"£93,416.91",,
Ministry of Defence,Ministry of Defence,05/09/2022,Other Materiel Consumed,Defence Equipment and Support,MARLBOROUGH COMMUNICATIONS  LIMITED,RH1 5DZ,644718,Other Materiel Consumed,"£93,333.36",,
Ministry of Defence,Ministry of Defence,21/09/2022,Rental Payments - Buildings,DEFENCE INFRASTRUCTURE ORGANISATION,SOVEREIGN HOUSING ASSOCIATION LIMITED,RG21 4FA,647404,Prop Dw SCA Serv Chrge+ Off BS,"£93,104.71",,
Ministry of Defence,UKHO,09/09/2022,Computer maintenance & hire,ICT Delivery Business Group,Phoenix Software Ltd,,2000101660,Computer maintenance & hire,"£93,017.34",,
Ministry of Defence,Ministry of Defence,12/09/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,BS32 4NH,6000071724,Fiscal AUC Capital Additions,"£92,983.94",,
Ministry of Defence,Ministry of Defence,26/09/2022,Estate+Facilities Mgmnt Servs,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,BS32 4NH,6000072188,Estate+Facilities Mgmnt Servs,"£92,839.03",,
Ministry of Defence,Ministry of Defence,21/09/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,GALLIFORD TRY BUILDING 2014 LIMITED,G33 1AP,647291,Fiscal AUC Capital Additions,"£92,722.16",,
Ministry of Defence,Ministry of Defence,02/09/2022,Fees for Prof Services,Head Office and Corporate Services,IBM UNITED KINGDOM LIMITED,PO6 3AU,644379,Fees for Other Prof Services,"£92,715.20",,
Ministry of Defence,Ministry of Defence,22/09/2022,Assets under Construction,DEFENCE INFRASTRUCTURE ORGANISATION,TETRA TECH MANAGEMENT SERVICES LIMITED,L2 6RE,647657,Fiscal AUC Capital Additions,"£92,471.56",,
Ministry of Defence,Ministry of Defence,15/09/2022,Rental Payments - Transport,Army Command,ABERDAIR AVIATION LIMITED,,3209492,Rental Payments-Transport-Oth,"£91,532.03",,
Ministry of Defence,Ministry of Defence,23/09/2022,Telecomms + IT non capital,Navy Command,CENTERPRISE INTERNATIONAL LTD,RG24 8GQ,647682,IT+Comms Internal Costs,"£91,215.00",,
Ministry of Defence,Ministry of Defence,22/09/2022,Telecomms + IT non capital,Head Office and Corporate Services,BOXXE LIMITED,YO31 7RE,647611,IT+Comms Rental Payments,"£91,164.00",,
Ministry of Defence,Ministry of Defence,01/09/2022,Fees for Prof Services,DEFENCE INFRASTRUCTURE ORGANISATION,MITIE (DEFENCE) LIMITED,BS32 4NH,6000071565,Fees for Other Prof Services,"£91,108.80",,
Ministry of Defence,Ministry of Defence,16/09/2022,Fees for Prof Services,DEFENCE INFRASTRUCTURE ORGANISATION,MOTT MACDONALD LTD,BS1 6FL,646661,Fees for Other Prof Services,"£91,065.60",,
Ministry of Defence,Ministry of Defence,09/09/2022,P+M General Services,Defence Equipment and Support,MARINE & INDUSTRIAL TRANSMISSIONS LTD,ME11 5EE,645400,P+M General Services,"£90,791.50",,
Ministry of Defence,Ministry of Defence,02/09/2022,Fees for Prof Services,Army Command,BAE SYSTEMS (OPERATIONS) LIMITED,GU14 6YU,644022,Fees for Other Prof Services,"£88,953.54",,
Ministry of Defence,Ministry of Defence,27/09/2022,Fees for Prof Services,Army Command,BAE SYSTEMS (OPERATIONS) LIMITED,GU14 6YU,648208,Fees for Other Prof Services,"£88,508.99",,
Ministry of Defence,UKHO,02/09/2022,Project External Costs,Transformation,AHR Architects Ltd,,2000101590,Project External Costs,"£88,451.00",,
Ministry of Defence,Ministry of Defence,15/09/2022,Fees for Prof Services,Strategic Command,CAPITA BUSINESS SERVICES LTD,EC4A 1EN,646374,Fees for Other Prof Services,"£88,000.52",,
Ministry of Defence,Ministry of Defence,15/09/2022,Fees for Prof Services,DEFENCE INFRASTRUCTURE ORGANISATION,PERFECT CIRCLE JV LTD,LE1 1HA,646270,Fees for Other Prof Services,"£87,834.76",,
Ministry of Defence,Ministry of Defence,26/09/2022,Fuels Non Utilities Consumed,Air Command,CERTAS ENERGY UK LIMITED,WA3 6XG,648100,Fuels Non Utilities Consumed,"£87,739.01",,
Ministry of Defence,Ministry of Defence,26/09/2022,P+M General Services,Strategic Command,LEONARDO UK LTD,BS16 1EJ,648132,P+M General Services,"£87,494.00",,
Ministry of Defence,Ministry of Defence,01/09/2022,P+M General Services,Defence Equipment and Support,BOEING DEFENCE UK LTD,BS16 1EJ,643797,P+M General Services,"£87,406.35",,
Ministry of Defence,Ministry of Defence,02/09/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,"LEIDOS EUROPE, LIMITED",BS16 7FH,644235,CL MonthEnd Accruals Balance,"£87,282.27",,
Ministry of Defence,Ministry of Defence,13/09/2022,CL MonthEnd Accruals Balance,Defence Equipment and Support,QUARTZELEC LIMITED,CV23 0WB,645911,CL MonthEnd Accruals Balance,"£86,825.66",,
Ministry of Defence,Ministry of Defence,20/09/2022,Defence Equip General Services,Defence Equipment and Support,ATLAS ELEKTRONIK UK LIMITED,DT2 8ZB,646995,Defence Eqpt Serv Chrge+Off BS,"£86,757.35",,
Ministry of Defence,Ministry of Defence,26/09/2022,P+M General Services,Army Command,ACCENTURE (UK) LIMITED,EC3M 3BD,648003,P+M General Services,"£86,756.70",,
Ministry of Defence,Ministry of Defence,27/09/2022,Telecomms + IT non capital,Defence Equipment and Support,SIXWORKS LIMITED,GU14 0LX,648277,IT+Comms Rental Payments,"£86,498.24",,
Ministry of Defence,Royal Hospital Chelsea,23.09.2022,Purchased Services,Royal Hospital Chelsea,CBRE Managed Services Ltd,SE1 0HL,PIN136988,Maintenanace,"£86,344.80",,
