unique identifier,Invoice Paid Date,Invoice Cost Centre Description,Invoice Account Description,Supplier Name,Transparency Invoice Amount
Sept Transparency 679,09/09/2021,FG SPC SECURITY CULTURE EDUCATION AWARENESS,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,CAPGEMINI UK PLC,"£28,083"
Sept Transparency 680,29/09/2021,DIG WORKPLACE COMPUTING SERVICE,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - EQUIPMENT,COMPUTACENTER UK LTD,"£27,931"
Sept Transparency 681,21/09/2021,FG CS HS HDAS NON CONTRACT,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,ATOS ORIGIN IT SERVICES UK LTD,"£27,747"
Sept Transparency 682,15/09/2021,DIG DFCNI OGD,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE LICENCES,OPEN TEXT UK LTD,"£27,567"
Sept Transparency 683,15/09/2021,FG FSC BANKING,EXP - PURCHASE OF GOODS/SERVICES - OTHER - VOCA CHARGES,VOCALINK,"£27,500"
Sept Transparency 684,06/09/2021,OPS WDC WSD NW MERSEYSIDE BUSINESS DEVELOPMENT TEAM,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SINCLAIR WELLBEING & TRAINING SOLUTIONS,"£27,261"
Sept Transparency 685,16/09/2021,FG FSC SIMPLE PAYMENTS,EXP - PURCHASE OF GOODS/SERVICES - OTHER - SIMPLE PAYMENT SERVICE,I MOVO LTD,"£27,234"
Sept Transparency 686,02/09/2021,DIG BASELINE RUN - BENEFIT SUPPORTING SERVICES DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,ADVANCED 365 LTD,"£27,225"
Sept Transparency 687,29/09/2021,DIG BASELINE RUN - BENEFIT SUPPORTING SERVICES DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,ADVANCED 365 LTD,"£27,225"
Sept Transparency 688,06/09/2021,WWEG CEP IPES CPA 1 CENTRAL ENGLAND,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,SHAW TRUST,"£27,179"
Sept Transparency 689,01/09/2021,STR WORK & HEALTH JOINT UNIT,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROF SERVICES - ORIGINAL RESEARCH,IPSOS MORI,"£27,125"
Sept Transparency 690,27/09/2021,CHG FES WORK MANAGEMENT,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,CAPGEMINI UK PLC,"£27,082"
Sept Transparency 691,30/09/2021,FG CD ESTATES COSTS,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - FURNITURE & FITTINGS,WAGSTAFF INTERIORS GROUP STD FURNITURE,"£27,038"
Sept Transparency 692,14/09/2021,FG CD ESTATES COSTS,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - FURNITURE & FITTINGS,GRESHAM OFFICE FURNITURE LTD,"£26,580"
Sept Transparency 693,13/09/2021,OPS DS ATW DISC EP NATIONAL,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,REMPLOY LTD,"£26,495"
Sept Transparency 694,01/09/2021,FG CD OPS AND CMG ACQUISITIONS,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING CONFERENCING,STONE COMPUTERS LTD,"£26,294"
Sept Transparency 695,09/09/2021,DIG DG COO PEOPLE SERVICES CONTRACTS,EXP - PURCHASE OF GOODS/SERVICES - END USER SOFTWARE AND HARDWARE,COMAEA UK LTD,"£26,175"
Sept Transparency 696,17/09/2021,FG CRC ADVANCED PERSISTENT THREAT DETECTION,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,BSI CYBERSECURITY & INFORMATION RESILIENCE UK LTD,"£26,150"
Sept Transparency 697,30/09/2021,CHG REDUCING PARENTAL CONFLICT - CHES CPA3,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,TAVISTOCK RELATIONSHIPS,"£26,096"
Sept Transparency 698,15/09/2021,EP CEP PHASE 2 NEA NB CPA07 NORTH EAST,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,GATESHEAD TRADING COMPANY,"£26,043"
Sept Transparency 699,06/09/2021,DIG EUCS-06 DASHBOARD,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,REDESMERE LTD,"£25,920"
Sept Transparency 700,03/09/2021,EP CEP WHP JETS SCOTLAND,EXP - PURCHASE OF GOODS/SERVICES - SOCIAL CARE,CAPITA BUSINESS SERVICES LTD,"£25,892"
Sept Transparency 701,15/09/2021,DIG BULK PRINT SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - HOSTING,WILLIAMS LEA CCM LTD,"£25,806"
Sept Transparency 702,08/09/2021,DIG CONTACT CENTRE SERVICE DEL P,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING CONTACT CENTRES,BT GLOBAL SERVICE SOLUTIONS,"£25,680"
Sept Transparency 703,29/09/2021,FG CD ESTATES COSTS,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - FURNITURE & FITTINGS,GRESHAM OFFICE FURNITURE LTD,"£25,639"
Sept Transparency 704,10/09/2021,DIG RBC - COMMERCIAL COSTS,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - ICT OUTSOURCING SOFTWARE MAIN & SUP,COMPUTACENTER UK LTD,"£25,565"
Sept Transparency 705,28/09/2021,COMMS SPARE 1,EXP - PURCHASE OF GOODS/SERVICES - MARKETING & MEDIA - PRODUCTION,MANNING GOTTLIEB OMD,"£25,422"
