Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-646232-197551," 2,035,088.00 ",,SE1 7EH,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-646244-197552," 122,148.00 ",,SE1 7EH,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-646207-197550," 145,183.00 ",,SE1 7EH,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,HACKNEY LONDON BOROUGH COUNCIL,ERS-647488-198501," 843,360.00 ",,E8 4RU,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,HALTON BOROUGH COUNCIL,ERS-647489-198502," 1,691,110.00 ",,WA8 6NB,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,HAMMERSMITH AND FULHAM LONDON BOROUGH COUNCIL,ERS-647490-198503," 555,429.00 ",,W6 9JT,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,HARINGEY LONDON BOROUGH COUNCIL,ERS-647491-198504," 805,941.00 ",,N22 7TR,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,HARROW LONDON BOROUGH COUNCIL,ERS-647492-198505," 753,480.00 ",,HA1 2UL,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,HARTLEPOOL BOROUGH COUNCIL,ERS-647493-198506," 561,978.00 ",,TS24 8AY,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,HAVERING LONDON BOROUGH COUNCIL,ERS-647494-198507," 778,656.00 ",,RM1 3BB,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/10/2020,Policy Payments,COMMUNITY CARE,HEALTH AND SOCIAL CARE BOARD,NI- HCP Apportionment HCP Q2," 206,072.96 ",,BT42 9DF,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/10/2020,Policy Payments,COMMUNITY CARE,HEALTH AND SOCIAL CARE BOARD,Apportionment - NI," 35,338.20 ",,BT42 9DF,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,12/10/2020,Policy Payments,COMMUNITY CARE,HEALTH AND SOCIAL CARE BOARD,NI- VS Payments - Q2," 5,350,555.88 ",,BT42 9DF,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2020,ENDPBs Admin Revenue Grant in Aid,Holding CT Core,HEALTH AND SOCIAL CARE INFORMATION CENTRE HSCIC,HAFS-31279," 48,000,000.00 ",,WF3 1WE,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2020,ENDPBs Admin Revenue Grant in Aid,Holding CT Core,HEALTH EDUCATION ENGLAND T1510,HAFS-31280," 50,000,000.00 ",,LS1 4PL,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2020,ENDPBs Admin Revenue Grant in Aid,Holding CT Core,HEALTH RESEARCH AUTHORITY,HAFS-31281," 1,250,000.00 ",,SE1 6LH,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,02/10/2020,Consultancy/Professional Advice,ACUTE CARE AND WORKFORCE,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP HQIP,S06602," 55,735.02 ",,EC2Y 9AE,VCS,,,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2020,Professional fees,GLOBAL AND PUBLIC HEALTH,HELECLOUD LTD,SI-756," 5,913.60 ",,EC1A 2AY,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2020,Professional fees,GLOBAL AND PUBLIC HEALTH,HELECLOUD LTD,SI-756," 12,414.60 ",,EC1A 2AY,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/10/2020,Professional fees,GLOBAL AND PUBLIC HEALTH,HELECLOUD LTD,SI-770," 18,163.20 ",,EC1A 2AY,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2020,Professional fees,GLOBAL AND PUBLIC HEALTH,HELECLOUD LTD,SI-756," 21,054.00 ",,EC1A 2AY,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/10/2020,Professional fees,GLOBAL AND PUBLIC HEALTH,HELECLOUD LTD,SI-770," 21,239.51 ",,EC1A 2AY,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/10/2020,Professional fees,GLOBAL AND PUBLIC HEALTH,HELECLOUD LTD,SI-770," 71,249.57 ",,EC1A 2AY,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,26/10/2020,Research & development,CHIEF SCIENTIFIC ADVISOR,HERTFORDSHIRE UNIVERSITY OF,ERS-647354-198361," 77,222.45 ",,AL10 9AB,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HERTZ UK LTD,HUKDHSC202007R,-0.38 ,,UB8 1QE,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HERTZ UK LTD,HUKDHSC202006R," 11,310.72 ",,UB8 1QE,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HERTZ UK LTD,HUKDHSC202006R," 56,755.62 ",,UB8 1QE,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,01/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HERTZ UK LTD,HUKDHSC202007R," 68,111.56 ",,UB8 1QE,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/10/2020,Revenue Grants to local authorities,GLOBAL AND PUBLIC HEALTH,HILLINGDON LONDON BOROUGH COUNCIL,ERS-647495-198508," 920,610.00 ",,UB8 1UW,PUBLIC,,,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2020,Consultancy/Professional Advice,GLOBAL AND PUBLIC HEALTH,HIPPO DIGITAL LTD,INV-0944," 63,167.70 ",,LS1 4HT,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,21/10/2020,Consultancy/Professional Advice,GLOBAL AND PUBLIC HEALTH,HIPPO DIGITAL LTD,INV-0943," 102,375.30 ",,LS1 4HT,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,20/10/2020,Additions-DEV EXPEND,GROUP OPERATIONS,HITACHI SOLUTIONS EUROPE LTD,I003296P-GB01," 1,130,163.25 ",,EC2Y 9HT,LARGE,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2081263, 207.36 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2081744, 345.60 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2081746, 345.60 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2081868, 345.60 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2081870, 345.60 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,16/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2080298, 345.60 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,16/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2080300, 345.60 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,16/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2080481, 345.60 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,16/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2080485, 345.60 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,16/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2080490, 345.60 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,16/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2080578, 345.60 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,16/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2080582, 345.60 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,16/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2160229, 345.60 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2081010, 345.60 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2081013, 345.60 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2081151, 345.60 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2081153, 345.60 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,19/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2081266, 345.60 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,20/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2081591, 345.60 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,16/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2080104, 414.72 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2079902, 483.84 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2079903, 483.84 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2079904, 483.84 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2079908, 483.84 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2079910, 483.84 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2079948, 483.84 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2079949, 483.84 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2081743, 483.84 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2081745, 483.84 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2081865, 483.84 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2081869, 483.84 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2081871, 483.84 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2160053, 483.84 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2160056, 483.84 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,16/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2079988, 483.84 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,16/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2079991, 483.84 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,16/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2079992, 483.84 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,16/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2079993, 483.84 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,16/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2080157, 483.84 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,16/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2080295, 483.84 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,16/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2080299, 483.84 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,16/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2080302, 483.84 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,16/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2080306, 483.84 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,16/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2080308, 483.84 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,16/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2080309, 483.84 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,16/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2080310, 483.84 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,16/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2080376, 483.84 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,16/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2080379, 483.84 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,16/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2080383, 483.84 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,16/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2080385, 483.84 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,16/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2080388, 483.84 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,16/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2080390, 483.84 ,,M23 9HZ,SME,,,,,
Department of Health and Social Care,Department of Health and Social Care,16/10/2020,Delivery of NHS Transaction related operational efficiency,GLOBAL AND PUBLIC HEALTH,HOLOGIC LTD,2080393, 483.84 ,,M23 9HZ,SME,,,,,
