Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Contractor/ Staff Substitution,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2221832, 36.07 ,,EC2N 3AQ,Large,,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,08/01/2021,Travel & subsistence non staff,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2235552," 7,386.82 ",,EC2N 3AQ,Large,,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Outsourcing Contract,Commercial,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2245258," 2,772.24 ",,EC2N 3AQ,Large,,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Travel & subsistence non staff,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2239198, 353.04 ,,EC2N 3AQ,Large,,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Travel & subsistence non staff,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2235603, 346.80 ,,EC2N 3AQ,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,21/01/2021,Travel & subsistence non staff,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2239077, 204.49 ,,EC2N 3AQ,Large,,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,21/01/2021,Travel & subsistence non staff,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2242739, 122.69 ,,EC2N 3AQ,Large,,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,19/01/2021,Travel & subsistence non staff,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2247833, 116.64 ,,EC2N 3AQ,Large,,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Travel & subsistence non staff,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2239149, 94.82 ,,EC2N 3AQ,Large,,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,06/01/2021,Travel & subsistence non staff,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231836, 60.97 ,,EC2N 3AQ,Large,,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Travel & subsistence non staff,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2235615, 12.00 ,,EC2N 3AQ,Large,,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,21/01/2021,Travel & subsistence non staff,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2242720, 1.27 ,,EC2N 3AQ,Large,,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,21/01/2021,Travel & subsistence non staff,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2242721, 0.86 ,,EC2N 3AQ,Large,,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Travel & subsistence non staff,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2247826, 0.06 ,,EC2N 3AQ,Large,,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,12/01/2021,Travel & subsistence non staff,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2239191, 0.06 ,,EC2N 3AQ,Large,,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,11/01/2021,Travel & subsistence non staff,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2235597, 0.06 ,,EC2N 3AQ,Large,,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,06/01/2021,Travel & subsistence non staff,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2231867, 0.06 ,,EC2N 3AQ,Large,,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,20/01/2021,Travel & subsistence non staff,Global Health,ALEXANDER MANN SOLUTIONS LTD PSR ONLY,2242714, 0.05 ,,EC2N 3AQ,Large,,,,#N/A,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1188615," 7,184.16 ",,NW1 3ER,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,06/01/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1188157," 6,297.36 ",,NW1 3ER,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,06/01/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1188894," 5,968.56 ",,NW1 3ER,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,06/01/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1189043," 5,509.44 ",,NW1 3ER,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,06/01/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1188162," 5,419.68 ",,NW1 3ER,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,06/01/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1189047," 5,107.20 ",,NW1 3ER,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,06/01/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1188612," 4,645.44 ",,NW1 3ER,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1187836," 4,591.20 ",,NW1 3ER,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,06/01/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1188616," 4,158.72 ",,NW1 3ER,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,06/01/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1188605," 4,156.44 ",,NW1 3ER,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1189039," 3,991.20 ",,NW1 3ER,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,06/01/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1188617," 3,991.20 ",,NW1 3ER,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,06/01/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1189036," 3,484.08 ",,NW1 3ER,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1189032," 3,299.34 ",,NW1 3ER,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1188609," 3,299.34 ",,NW1 3ER,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1188608," 3,299.34 ",,NW1 3ER,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1188159," 3,299.34 ",,NW1 3ER,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,06/01/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1189031," 3,148.68 ",,NW1 3ER,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,06/01/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1189027," 3,148.68 ",,NW1 3ER,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,06/01/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1188606," 3,148.68 ",,NW1 3ER,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,06/01/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1188601," 3,148.68 ",,NW1 3ER,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,06/01/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1188151," 3,148.68 ",,NW1 3ER,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1189033," 2,309.54 ",,NW1 3ER,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,06/01/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1189040," 2,188.80 ",,NW1 3ER,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1189045," 1,969.92 ",,NW1 3ER,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,25/01/2021,Contractor/ Staff Substitution,Global Health,ALLEN LANE LTD,1188619," 1,313.28 ",,NW1 3ER,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,20/01/2021,Other programme expenditure,Global Health,ALLIED PUBLICITY SERVICES MANCHESTER LTD TA APS GROUP,C46616," 3,384,874.00 ",,SK3 0ZP,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/01/2021,Outsourcing Contract,Chief Scientific Advisor,ALPHA BIOMICS LTD,2020-0008," 48,693.00 ",,SW4 0PA,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/01/2021,Outsourcing Contract,Global Health,ANS GROUP LTD,INV066937," 56,827.79 ",,M15 6SY,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/01/2021,Outsourcing Contract,Global Health,ASHFIELD HEALTHCARE LIMITED,1005932," 839,518.45 ",,LE65 1HW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/01/2021,Outsourcing Contract,Global Health,ASHFIELD HEALTHCARE LIMITED,1005940," 11,513.52 ",,LE65 1HW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/01/2021,Outsourcing Contract,Global Health,ASHFIELD HEALTHCARE LIMITED,1005730," 476,888.77 ",,LE65 1HW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/01/2021,Outsourcing Contract,Global Health,ASHFIELD HEALTHCARE LIMITED,1005749," 7,376.23 ",,LE65 1HW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,29/01/2021,Outsourcing Contract,Global Health,ASHFIELD HEALTHCARE LIMITED,1005932, 168.00 ,,LE65 1HW,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/01/2021,Revenue Grants to non-profit institutions,NHS and Workforce,ASSOCIATION FOR YOUNG PEOPLES HEALTH AYPH,ASI0004691," 20,000.00 ",,SE1 0EH,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,13/01/2021,Revenue Grants to non-profit institutions,NHS and Workforce,ASSOCIATION FOR YOUNG PEOPLES HEALTH AYPH,ASI0004689," 15,000.00 ",,SE1 0EH,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,18/01/2021,Outsourcing Contract,Adult Social Care,ASSOCIATION OF DIRECTORS OF ADULT SOCIAL SERVICES,6195," 543,974.40 ",,SW8 2LL,Micro,,,,,
Department of Health and Social Care,Department of Health and Social Care,04/01/2021,Other programme expenditure,Global Health,ASTRAZENECA UK LTD,7910046083," 12,554,003.48 ",,CB2 0AA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,04/01/2021,Other programme expenditure,Global Health,ASTRAZENECA UK LTD,7910046083," 147,164.69 ",,CB2 0AA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2021,Contractor/ Staff Substitution,NHSX,ATOS IT SOLUTIONS AND SERVICES LTD,5584351642," 77,428.80 ",,WC1V 6EA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2021,Contractor/ Staff Substitution,NHSX,ATOS IT SOLUTIONS AND SERVICES LTD,5584351662," 73,863.00 ",,WC1V 6EA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2021,Contractor/ Staff Substitution,NHSX,ATOS IT SOLUTIONS AND SERVICES LTD,5584351642," 61,868.40 ",,WC1V 6EA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2021,Contractor/ Staff Substitution,NHSX,ATOS IT SOLUTIONS AND SERVICES LTD,5584351642," 61,814.40 ",,WC1V 6EA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2021,Contractor/ Staff Substitution,NHSX,ATOS IT SOLUTIONS AND SERVICES LTD,5584351662," 58,533.00 ",,WC1V 6EA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2021,Contractor/ Staff Substitution,NHSX,ATOS IT SOLUTIONS AND SERVICES LTD,5584351662," 49,320.00 ",,WC1V 6EA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2021,Contractor/ Staff Substitution,NHSX,ATOS IT SOLUTIONS AND SERVICES LTD,5584351642," 44,919.00 ",,WC1V 6EA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2021,Contractor/ Staff Substitution,NHSX,ATOS IT SOLUTIONS AND SERVICES LTD,5584351642," 31,995.00 ",,WC1V 6EA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2021,Contractor/ Staff Substitution,NHSX,ATOS IT SOLUTIONS AND SERVICES LTD,5584351662," 28,155.60 ",,WC1V 6EA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2021,Contractor/ Staff Substitution,NHSX,ATOS IT SOLUTIONS AND SERVICES LTD,5584351641," 23,838.00 ",,WC1V 6EA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2021,Contractor/ Staff Substitution,NHSX,ATOS IT SOLUTIONS AND SERVICES LTD,5584351662," 22,134.00 ",,WC1V 6EA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2021,Contractor/ Staff Substitution,NHSX,ATOS IT SOLUTIONS AND SERVICES LTD,5584351641," 19,530.00 ",,WC1V 6EA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2021,Contractor/ Staff Substitution,NHSX,ATOS IT SOLUTIONS AND SERVICES LTD,5584351641," 16,300.80 ",,WC1V 6EA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2021,Contractor/ Staff Substitution,NHSX,ATOS IT SOLUTIONS AND SERVICES LTD,5584351641," 12,753.00 ",,WC1V 6EA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2021,Contractor/ Staff Substitution,NHSX,ATOS IT SOLUTIONS AND SERVICES LTD,5584351641," 11,518.20 ",,WC1V 6EA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2021,Contractor/ Staff Substitution,NHSX,ATOS IT SOLUTIONS AND SERVICES LTD,5584351642, 5.14 ,,WC1V 6EA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2021,Contractor/ Staff Substitution,NHSX,ATOS IT SOLUTIONS AND SERVICES LTD,5584354881,-5.14 ,,WC1V 6EA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/01/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584354542," 926,603.95 ",,WC1V 6EA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,28/01/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584354542," 10,373.61 ",,WC1V 6EA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584349016," 4,959.90 ",,WC1V 6EA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,27/01/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584349016," 57,153.30 ",,WC1V 6EA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/01/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584352231," 33,054.86 ",,WC1V 6EA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/01/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584348147," 5,938.70 ",,WC1V 6EA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/01/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584353146, 571.46 ,,WC1V 6EA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/01/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584353100," 1,230.54 ",,WC1V 6EA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/01/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584353217," 1,026.89 ",,WC1V 6EA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/01/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584353220, 845.68 ,,WC1V 6EA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/01/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584353221, 770.03 ,,WC1V 6EA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/01/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584353218, 543.65 ,,WC1V 6EA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/01/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584353216, 543.65 ,,WC1V 6EA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/01/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584348150, 483.24 ,,WC1V 6EA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/01/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584348152, 422.84 ,,WC1V 6EA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/01/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584348153, 362.43 ,,WC1V 6EA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/01/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584353219, 226.89 ,,WC1V 6EA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,15/01/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584348955," 6,615.66 ",,WC1V 6EA,Large,,,,,
Department of Health and Social Care,Department of Health and Social Care,21/01/2021,Service charge - ICT,Finance and Group Operations,ATOS IT SOLUTIONS AND SERVICES LTD,5584351419," 5,012.23 ",,WC1V 6EA,Large,,,,,
